county,state,max_cases,avg_growth_rate,max_growth_rate,total_population,num_deaths,percent_smokers,percent_vaccinated,income_ratio,population_density_per_sqmi,percent_fair_or_poor_health,percent_unemployed_CHR,violent_crime_rate,chlamydia_rate,teen_birth_rate,total_cases,deaths_per_100k,cases_per_100k
Evangeline,Louisiana,2067,0.022167280661039276,0.5,33765,623,24.478974131,48,5.0123270785,50.975417984940535,24.988649849,5.7789569687,190.58445901,542.9,5270.729793400001,6121.723678365171,1845.105878868651,6121.723678365171
Evans,Georgia,562,0.02412885442516209,0.5,10733,164,19.269089607,44,6.0770665901,58.694128351084714,22.260539727,3.6622583927,160.33427267,426.9,5733.9449541,5236.1874592378645,1527.9977639057113,5236.1874592378645
Fairfax,Virginia,32246,0.03365146296091895,0.5,1132887,6358,9.3661598787,51,3.8451206237,2898.4468868343806,9.9858457012,2.4308624325,95.580170324,286.8,906.8916421600001,2846.356256184421,561.2210220436813,2846.356256184421
Fairfax city,Virginia,214,0.017991074662168705,0.7272727272727273,23620,240,12.665359761,53,4.5211832316,3785.118333237732,13.411943003,2.2878059941,84.504719898,406.7,1142.9803752,906.0118543607113,1016.0880609652836,906.0118543607113
Fairfield,Connecticut,41535,-11.913181273408664,0.9974020783373302,379596.49494949495,3181.020202020202,15.550761352636364,43.686868686868685,5.321237715114141,624.8494630484854,16.058028041777778,4.716885983012121,377.3604741918182,493.7414141414141,1915.2040629458586,10941.881854184718,838.000414741299,10941.881854184718
Fall River,South Dakota,373,0.021561783739531777,0.5,6874,150,15.510840183,20,3.6027858628,3.9510090576106736,12.972361902,3.8525406842,171.79670723,209.4,3500,5426.243817282514,2182.1355833575794,5426.243817282514
Falls,Texas,828,0.023652283895162357,0.5,17265,277,17.621546435,34,6.2827957854,22.5543541339813,23.1299135,3.8542291542,161.95670137,464.5,5672.0098644,4795.829713292789,1604.4019693020562,4795.829713292789
Fannin,Texas,1078,-0.09436723060623718,0.875,28924.751937984496,577.2170542635658,15.648916179806202,43.49612403100775,4.538420765396124,49.877304773882784,17.21898142027907,3.498517036064341,134.58960071565892,185.07286821705424,3235.7322983937993,3726.9118238637384,1995.5816924588873,3726.9118238637384
Faribault,Minnesota,622,0.022726649839091624,0.5,14119,201,14.491273754,52,4.19815833,19.81683734982464,12.407293091,3.4684556095,67.654180316,188.6,1663.2016632,4405.411148098307,1423.6135703661732,4405.411148098307
Faulkner,Arkansas,5208,0.02667127895903406,0.8571428571428571,120417,1529,20.535015324,48,4.9126186226,185.85391107648624,20.651997468,3.2793285184,361.23582836,520.8,2462.691347,4324.970726724632,1269.7542705764135,4324.970726724632
Fauquier,Virginia,1599,0.02216959490731021,0.3888888888888889,68025,803,13.920192323,51,3.9709859848,105.03247010734832,13.251564186,2.5991905063,64.626524782,259.1,1191.5159077,2350.606394707828,1180.4483645718485,2350.606394707828
Fayette,Kentucky,18595,-4.240475425088728,0.98989898989899,83968.05806451612,1169.4769892473118,18.457944259126883,43.73032258064516,4.6254616464279135,244.29676680414212,17.475149117139356,4.194442367138108,230.51280918736256,358.64838709677423,2750.049244290374,22145.325768654428,1392.7641250780796,22145.325768654428
Fentress,Tennessee,1275,0.026338275870696076,0.5,17936,431,25.219634071,48,4.7097938502,35.971923892380275,24.505345008,4.1748115052,167.28002676,176.4,3869.7624766,7108.608385370205,2402.9884032114182,7108.608385370205
Fergus,Montana,682,0.03135079200368379,0.5,11429,173,14.649975433,34,3.9505237445,2.6338184177745254,14.152170974,3.7203668455,502.02994718,248,2027.027027,5967.276227141482,1513.6932365036312,5967.276227141482
Ferry,Washington,100,0.01559471665541738,0.5,7639,136,16.748333178,17,5.0551630755,3.4671708239909274,19.095582206,11.736334405,112.26494527,276.5,3129.4452347,1309.0718680455557,1780.3377405419558,1309.0718680455557
Fillmore,Minnesota,778,0.021528973746949547,0.4,20877,196,15.354900223,55,3.9069473371,24.23920486661944,11.07118534,3.0951968094,45.589787888,104.9,896.43783911,3726.589069310725,938.8322076926762,3726.589069310725
Finney,Kansas,4929,0.02878311138630553,0.6666666666666666,36983,311,17.0835347,46,3.6456589768,28.40559880394653,19.928398984,2.5191138992,495.26996937,809,4634.1463415,13327.745180217938,840.9269123651408,13327.745180217938
Flagler,Florida,2838,0.027464688602216764,0.6666666666666666,102917,1620,17.427531782,46,3.8164552005,211.9939553785198,17.306801593,4.0444378359,242.67206787,310.4,1851.0546706999999,2757.5619188277933,1574.083970578233,2757.5619188277933
Flathead,Montana,7263,0.031176499856310297,0.5,94696,1138,15.83357938,43,4.0161117929,18.614445228578475,13.547345029,4.7894043061,305.0168204,280,2392.4716891,7669.806538818958,1201.7403058207317,7669.806538818958
Fleming,Kentucky,390,0.018807440095539557,0.5,14543,282,22.118633369,38,4.9084154037,41.72518257088311,20.954024955,5.4379680886,54.745774311,214.6,3511.4978247000004,2681.7025373031697,1939.0772192807535,2681.7025373031697
Florence,South Carolina,6976,0.030060765837151695,0.6666666666666666,138575,2510,18.043963314,43,5.018876112,173.22682816226305,19.754710755,3.6547669556,560.25450321,865.3,3261.1196949000005,5034.097059354141,1811.2935233628,5034.097059354141
Floyd,Georgia,5904,-3.2406732771512217,0.9928057553956835,43418.39636608345,739.7900403768506,18.629006016435397,44.41722745625841,4.673295066597106,154.72829278774788,20.041010616798115,4.1789490642286005,216.24220155050742,314.9587483176312,3243.7027725351954,13597.922756566722,1703.8631140111434,13597.922756566722
Fluvanna,Virginia,511,0.020541930792501516,0.6666666666666666,26046,314,14.043364606,59,3.3708719472,91.06673751053422,13.400208481,2.501291227,99.555827845,185.2,1471.3896458000002,1961.9135375873454,1205.559394916686,1961.9135375873454
Fond du Lac,Wisconsin,9409,0.028595242246361525,0.6666666666666666,101968,1070,15.788275921,54,3.8697514368,141.70996407994906,12.966435004,2.6344999827,191.44298926,317.9,1657.3072182,9227.404675976777,1049.3488153146086,9227.404675976777
Ford,Kansas,4747,-19.046145355443052,0.9891826923076923,24408.47265625,264.716796875,16.705147374095702,34.109375,4.015488720380859,29.910648444610366,17.538434702365233,3.6658888243828125,311.20716577527344,330.1244140625,3894.990072372852,19448.164851824473,1084.5283136026824,19448.164851824473
Forest,Pennsylvania,792,-4.2351930308186185,0.9673202614379085,8240.815217391304,123.37391304347825,19.433380901947825,42.12826086956522,3.612857799030217,13.574745030425575,16.840894607030435,5.563075919500652,364.22125643291304,229.2041304347826,2656.3520566263046,9610.699659040698,1497.1081111382239,9610.699659040698
Forrest,Mississippi,4055,0.02725211318912397,0.6666666666666666,76274,1306,18.729759822,49,5.3019526704,163.66348766550476,23.25296388,4.4249622368,195.5616019,971.2,3042.5680391,5316.359440962845,1712.2479481868002,5316.359440962845
Forsyth,North Carolina,14180,-0.29019719911806957,0.7436893203883496,284870.6992481203,3123.6992481203006,15.484911121473683,50.015037593984964,4.420364959990978,901.928572265286,15.042130501127819,3.486650318126316,317.4021677769624,424.7135338345865,1475.013771955188,4977.696912117073,1096.532306188353,4977.696912117073
Fort Bend,Texas,22501,0.03178501608815233,0.6666666666666666,683756,5239,11.728355735,46,4.1098052771,793.3404517894376,15.373437012,3.9727611999,245.5656844,386.1,1203.5047482999998,3290.793791937475,766.20899853164,3290.793791937475
Franklin,Kansas,58099,-3.9456521467323866,0.9897959183673469,103284.2747763864,1357.9894454382827,18.07469325393596,45.3515205724508,4.4391114887962075,184.21610168786987,17.775427104478176,3.970901922877263,219.50138889647639,324.3669588550984,3015.0243850160105,56251.54470589652,1314.8075526292566,56251.54470589652
Franklin city,Virginia,554,0.022559860667462787,0.6666666666666666,8413,211,19.743404588,48,5.139425672,1023.1837020525452,22.182295888,4.3769166434,310.4134942,1284.2,5045.5927052,6585.046951147035,2508.0232972780223,6585.046951147035
Frederick,Maryland,7433,-1.5610007907856753,0.8939024390243903,164290.20231213872,1700.0115606936415,12.874157948797688,51.982658959537574,3.8466741509999998,285.3299331519084,12.533524473473989,3.0600367776277455,181.71860624057803,292.71965317919074,1492.820085665318,4524.3111855677635,1034.7613775919217,4524.3111855677635
Fredericksburg city,Virginia,723,0.023105766095757603,0.5,27853,282,17.510648151,45,4.9405929348,2667.642047281168,17.343956911,3.476990504,422.55221538,863.9,1423.9605087999998,2595.7706530714822,1012.4582630237318,2595.7706530714822
Freeborn,Minnesota,1651,0.024663421586793702,0.6,30751,375,15.162870982,45,3.6994128542,43.489711693290346,13.770949316,3.1912241336,92.848998208,337.3,2394.7998632,5368.931091671816,1219.472537478456,5368.931091671816
Freestone,Texas,541,0.022480244675618558,0.6666666666666666,19585,317,16.225948267,37,5.4545224092,22.31323314602681,19.499611292,5.8420812414,154.98361239,259.9,3404.2553191,2762.3181005871843,1618.585652284912,2762.3181005871843
Fremont,Wyoming,3495,-1.8730081887244825,0.9947643979057592,27928.82709807887,430.7704752275025,16.194351341021235,39.32861476238625,4.035413425177452,13.81737580066248,14.834342398714863,3.779681451448534,207.46095770187563,273.07350859453993,3348.670628641557,12513.95193835551,1542.3865589297654,12513.95193835551
Fresno,California,40033,0.03464294487827145,0.6,963160,10121,13.358907816,44,5.1304662962,161.63709713476126,23.79711945,7.4555093866,541.77921571,727.6,3420.8337332,4156.42260891233,1050.8119107936377,4156.42260891233
Frio,Texas,1216,0.024402678692022187,0.6666666666666666,18542,233,15.792629049,35,5.4443100738,16.35817827708392,28.351285182,2.8696256578,237.49166111,520.4,6355.4143241,6558.084349045411,1256.6066228022867,6558.084349045411
Fulton,Georgia,42825,-61.76909673754472,0.9996728819103696,163148.10438729197,1828.195158850227,18.57763227631871,42.824508320726174,4.5391365846572365,315.04883283177963,17.809792407526476,4.589752372185376,227.25544727133334,417.5861825516894,3041.8710828902167,26249.15573541641,1120.5739507155622,26249.15573541641
Gadsden,Florida,3393,0.028382800635098786,0.5428571428571428,46153,784,20.373594507,33,4.3435589641,89.39304196093339,25.833465071,4.572972973,361.3650505,837.8,4012.6141801000003,7351.6347799709665,1698.69780945984,7351.6347799709665
Gage,Nebraska,1479,0.024143183670622948,0.7777777777777778,21778,297,14.594565328,32,4.146288116,25.57717769446123,13.321736209,3.160498351,436.78837848,213,2055.7655955,6791.257232069061,1363.7615942694463,6791.257232069061
Gaines,Texas,1025,0.024533755599025178,0.5,19485,169,14.909157578,31,4.2481290738,12.969564033817042,20.003245194,2.5532365717,72.607095466,189,4840.3707518,5260.456761611496,867.3338465486271,5260.456761611496
Galax city,Virginia,579,0.01978995317691676,0.75,6858,205,19.116548062,49,5.4586609833,825.9124464770509,21.043623797,3.4623217923,316.8202765,467.9,4989.8853675,8442.6946631671035,2989.209682123068,8442.6946631671035
Gallatin,Montana,7853,-15.788335885515608,0.9932885906040269,39368.918558077436,328.0400534045394,17.387236210894528,39.28437917222964,4.462782797192523,46.37991811891027,15.807246832312416,4.067135264624299,157.6211545639199,275.294259012016,2914.0824200842458,19947.207816783623,833.2462902698516,19947.207816783623
Gallia,Ohio,978,0.023286755897849377,0.6666666666666666,30376,629,20.895920104000002,47,4.8036057421,65.11048480536165,20.678180063,6.1229548835,136.19000166,220.2,3282.1759610999998,3219.6470898077428,2070.7137213589676,3219.6470898077428
Galveston,Texas,15348,0.03109066144341018,0.75,314485,4466,18.731028807,44,5.4972739664,829.8961239675056,20.413934547,4.5982871744,289.42407265,505.6,2665.1502487,4880.359953574893,1420.0995277994182,4880.359953574893
Garfield,Colorado,4168,-0.9471818497753246,0.9411764705882353,59920.36046511628,717.0058139534884,15.528455370676356,48.86434108527132,3.9688819724899225,38.73111448427701,15.758231604858526,3.130055668350581,263.87801953680236,374.4674418604651,3790.447540331589,6955.8994098950325,1196.597965012087,6955.8994098950325
Garland,Arkansas,4078,0.026337585816987218,0.5,97119,1896,19.415844716,54,4.7474542837,143.28268139417966,19.986587977,4.0468661911,644.64141821,420.6,4177.2419628,4198.972394691049,1952.2441540790164,4198.972394691049
Garrard,Kentucky,676,0.019804980272740993,0.6666666666666666,17051,286,20.414659705,42,4.1078489297,74.1097403269241,20.855248492,4.4326010659,90.611481352,313.9,3854.0747279,3964.5768576623072,1677.3209782417453,3964.5768576623072
Garrett,Maryland,915,0.020543458977447828,0.4,29677,413,15.364346522,40,4.387364476,45.86004956754492,13.863125037,4.7826086957,223.49017151,198.4,2532.0970042999998,3083.195740809381,1391.6500994035785,3083.195740809381
Garvin,Oklahoma,1671,0.025495828351780197,0.5,27570,557,20.285881569,50,4.6592511358,34.37388958310863,22.20799663,3.2808811959,260.14189558,340.4,4689.128169500001,6060.935799782372,2020.3119332607907,6060.935799782372
Garza,Texas,165,0.01900563559851835,0.6666666666666666,6614,72,14.325170938,33,3.2493354785,7.40306844944964,19.920813034,2.9535864979,117.97090051,352.3,5429.4175716,2494.7081947384336,1088.5999395222257,2494.7081947384336
Gasconade,Missouri,510,0.021759885459587163,0.5,14875,231,18.452025075,40,4.0710215191,28.66065575233149,17.49402285,2.9024767802,145.26045537,271.6,2919.9475066,3428.5714285714284,1552.9411764705883,3428.5714285714284
Gaston,North Carolina,10809,0.03169789422054635,0.6666666666666666,211753,3629,16.768014654,51,4.6637906102,594.8566101761013,18.091471904,3.8730338309,389.69726963,627.7,2807.5012582,5104.532167194798,1713.7891789018338,5104.532167194798
Geary,Kansas,1134,0.023771859549051273,0.5,36818,351,22.319207761,31,3.2043427974,95.7255504934262,20.495285464,4.7946397494,484.20996621,516.9,6402.6299311,3080.015209951654,953.338041175512,3080.015209951654
Geauga,Ohio,2631,0.026195037822848728,0.6,94020,924,16.907991407,51,3.9165794979,234.95154616795375,13.185817379,4.3328550933,36.147524426,167.2,651.1030199200001,2798.3407785577538,982.7696234843651,2798.3407785577538
Gem,Idaho,1078,0.024701382742455365,0.6666666666666666,16853,250,14.071103765,32,3.9720461563,30.105851030729394,15.991230506,3.4270974082,183.43195266,276.2,2920.1101928,6396.487272295733,1483.4154156529994,6396.487272295733
Genesee,Michigan,16325,-5.857705959709281,0.9782608695652174,236411.26679462573,3889.9404990403073,17.457435909051824,47.50095969289827,4.459597950222649,384.6715840639285,15.244420131426104,4.5362423800447225,437.0089923457965,482.07159309021114,2266.2122136986563,6905.339251103371,1645.412484684819,6905.339251103371
Geneva,Alabama,1292,0.02773302329631675,0.5,26765,569,20.003603276,46,4.981861999,46.5957910877853,23.084669296,3.9259054465,413.57112113,420.1,4636.1285556,4827.199701102186,2125.910704277975,4827.199701102186
Gentry,Missouri,454,0.021542365450287527,0.6470588235294118,6745,104,18.993519582,45,4.3554564966,13.725483982350658,18.408810705,2.4274553571,51.978911413,255.1,2706.3599458999997,6730.9117865085245,1541.882876204596,6730.9117865085245
George,Mississippi,1383,0.024521868964080266,0.6666666666666666,23313,420,17.182069371,23,4.3872184182,48.701062959691704,18.89322794,6.3540260909,59.276822762,344.5,5266.0960179,5932.312443700939,1801.5699395187235,5932.312443700939
Georgetown,South Carolina,2839,0.025941212404250544,0.5,60804,1125,16.353671164,47,5.1361397451,74.7356359265971,18.538809916,4.5376175549,477.41281494,618.4,2650.0666963,4669.100717058088,1850.2072232089995,4669.100717058088
Gibson,Tennessee,3446,-0.7725471212285281,0.8679245283018868,41628.29182879377,750.9338521400779,20.82032598118677,51.99610894941634,4.4834126202747075,75.64461855138867,18.403958176062257,3.568636271403502,334.8817423843969,455.623346303502,3582.6732716420233,8278.024027919504,1803.9026324415895,8278.024027919504
Gila,Arizona,3226,0.029416722055359314,0.5,53179,1154,17.628104734,38,4.6850110619,11.176776323791522,18.669721673,5.888093689,574.25517398,401.9,5080.902813600001,6066.304368265669,2170.0295229319845,6066.304368265669
Gilchrist,Florida,807,0.02320363022518067,0.6438356164383562,17033,284,21.253157716,31,4.0779189294,48.708199933901255,21.12675716,3.7560052409,322.52389609,259.3,3690.9871245,4737.861797686844,1667.351611577526,4737.861797686844
Giles,Tennessee,1589,-2.3406914820866613,0.9396325459317585,23038.849898580123,448.67545638945234,18.66678570681947,40.649087221095336,3.9894422491669372,47.47047828760896,17.293035507576064,3.498846718805274,230.26023175221096,395.1066937119676,3488.6491808338747,6897.0456728307845,1947.4733259888294,6897.0456728307845
Gillespie,Texas,774,0.023473364911441908,0.5,25732,353,12.446428243,51,4.5404969345,24.316501978993426,16.826731912,2.5415517627,50.219226238,375.3,3037.0520348,3007.927871910462,1371.8327374475361,3007.927871910462
